"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태","운동종목","운동강도","강도근거","강도판정메모","추천노출가중치","추천노출풀","추천노출조건","운동집계반영안","검토_우선순위","검토_주요문제","검토_수정제안"
"SIT_BREAKFAST_27","土","식사·수면·생활 리듬","한입 천천히 먹기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방","1","3","1","입","아침","첫 한입의 여유가 오늘의 속도를 정해줘요.","첫 {num}{unit} 천천히 먹기!","부담 없이 한입만 시도해도 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"AFTER_MEAL_PAUSE_28","土","식사·수면·생활 리듬","식사 뒤 앉아 쉬기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,주방","3","5","1","분","점심,저녁","식사 뒤의 여유가 몸의 흐름을 부드럽게 해줘요.","식사 뒤 {num}{unit} 편히 앉아 쉬기!","바로 눕기보다 편안히 앉아 있어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SLEEP_SOUND_29","土","식사·수면·생활 리듬","조용한 소리 고르기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,침실","1","1","1","가지","저녁","고요한 선택이 오늘 밤의 운을 고르게 해줘요.","잠들기 전 편안한 소리 {num}{unit} 고르기!","소리가 오히려 방해되면 조용히 있는 편이 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"MEAL_THANKS_30","土","식사·수면·생활 리듬","식사 전 감사하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,식당","1","1","1","가지","점심,저녁","고마운 마음이 오늘의 식사에 온기를 더해줘요.","먹기 전 감사한 것 {num}{unit} 떠올리기!","길게 생각하지 말고 한 가지만 떠올려요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WEEKDAY_RHYTHM_31","土","식사·수면·생활 리듬","오늘의 순서 정하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","3","1","가지","아침","하루의 순서를 정하면 기운이 덜 흩어져요.","오늘 할 일 순서 {num}{unit} 정해두기!","가장 쉬운 일부터 적어도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"TEA_PAUSE_32","土","식사·수면·생활 리듬","따뜻한 음료 천천히 마시기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,주방,사무실","3","5","1","분","오후","따뜻한 한 모금이 오늘의 마음운을 다독여줘요.","{place}에서 {num}{unit} 따뜻한 음료 천천히 마시기!","너무 뜨겁지 않은 온도로 마셔요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LUNCH_TIME_33","土","식사·수면·생활 리듬","식사 시간 확보하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실","10","20","5","분","점심","나를 위한 시간을 비우면 좋은 흐름이 생겨요.","식사에 {num}{unit}만큼 여유 두기!","정확한 시간보다 잠깐 멈춰 먹는 것이 중요해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SLEEP_ROOM_AIR_34","土","식사·수면·생활 리듬","잠자리 환기하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,침실","3","5","1","분","저녁","맑은 공기가 오늘 밤의 기운을 새롭게 해줘요.","잠들기 전 {num}{unit} 환기하기!","추운 날에는 창문을 조금만 열고 몸을 따뜻하게 해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"MEAL_START_SMALL_35","土","식사·수면·생활 리듬","작은 접시 먼저 쓰기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방","1","1","1","개","점심,저녁","작게 시작하는 선택이 오늘의 균형운을 지켜줘요.","오늘 한 끼에 작은 접시 {num}{unit} 먼저 쓰기!","먹을 양을 제한하려는 것이 아니라 천천히 덜어보는 연습이에요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"BEDTIME_THANKS_36","土","식사·수면·생활 리듬","오늘 수고 떠올리기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,침실","1","3","1","가지","저녁","나를 다정히 바라보면 밤의 기운이 편안해져요.","잠들기 전 오늘 수고한 것 {num}{unit} 떠올리기!","아주 작은 일도 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"MORNING_AIR_37","土","식사·수면·생활 리듬","바깥 공기 마시기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,창가","1","3","1","분","아침","새 공기를 들이면 오늘의 흐름도 새로워져요.","{place}에서 {num}{unit} 바깥 공기 마시기!","창문을 열기 어렵다면 창가에 잠시 서 있어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"DINNER_CLEAN_38","土","식사·수면·생활 리듬","식사 뒤 한 가지 정리하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방","1","3","1","개","저녁","식후의 작은 정리가 마음의 여유를 남겨줘요.","식사 뒤 식기 {num}{unit} 정리하기!","무리해 모두 치우지 않아도 괜찮아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SLEEP_COMFORT_39","土","식사·수면·생활 리듬","편한 잠옷 고르기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,침실","1","1","1","벌","저녁","편안함을 고르는 마음이 오늘 밤의 복이 돼요.","잠들기 전 편한 잠옷 {num}{unit} 고르기!","체온에 맞는 편한 옷이면 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"DAY_CLOSE_40","土","식사·수면·생활 리듬","하루 마무리 순서 만들기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,침실","1","3","1","가지","저녁","반복되는 마무리가 내일의 기운을 준비해줘요.","잠들기 전 순서 {num}{unit} 정해보기!","씻기나 조명 끄기처럼 쉬운 것부터 골라요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_MEAL_01","金","기록","오늘 먹은 것 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","3","1","가지","저녁","기록하는 손끝에 오늘의 배움운이 쌓여요.","오늘 먹은 것 {num}{unit} 적어두기!","정확한 양이 아니라 이름만 적어도 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_STEPS_02","金","기록","오늘 걸음 수 확인하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","1","1","번","저녁","확인하는 순간에 내일의 활력운이 보여요.","오늘 걸음 수 {num}{unit} 확인하기!","휴대폰이나 연결된 앱에서 가볍게 확인해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P2","걸음 수 확인 자체는 새 운동 수행이 아님","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기 / 기존 측정 기록 보기로 연결; 확인 횟수로 운동량 생성하지 않기"
"LOG_MOOD_03","金","기록","오늘 기분 남기기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","1","1","번","저녁","있는 그대로 적는 마음이 감정의 길을 밝혀줘요.","오늘 기분을 {num}{unit} 남겨보기!","좋고 나쁨을 평가하지 말고 느낌대로 적어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_ACTIVITY_04","金","기록","움직인 활동 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","2","1","가지","저녁","움직임을 돌아보면 오늘의 성취운이 선명해져요.","오늘 움직인 활동 {num}{unit} 적어두기!","대략 몇 분이었는지만 적어도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P2","활동을 적었다는 완료만으로 운동량을 새로 더하면 중복 위험","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기 / 원래 운동 기록 연결 또는 종류·시간·강도·일시 입력과 중복 확인"
